objectid,area_name,designation,authority,owner,status,hectares,designation_year,record_rank
542,Twin Lakes Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,163.88,,216
690,River Denys Nature Reserve,Nature Reserve,NS Environment and Climate Change,NS Environment and Climate Change,Designated,163.23,,217
143,Cape Smokey Provincial Park,Provincial Park,NS Department of Natural Resources and Renewables,NS Department of Natural Resources and Renewables,Designated,161.45,,218
1081,McLeans Lake Conservation Lands,Land Trust or Conservation Easement,Ducks Unlimited Canada,Ducks Unlimited Canada,Considered protected,161.35,,219
185,Irish Cove Nature Reserve,Nature Reserve,NS Environment and Climate Change,NS Environment and Climate Change,Designated,159.93,,220
178,Lambs Lake Nature Reserve,Nature Reserve,NS Environment and Climate Change,NS Environment and Climate Change,Designated,159.40,,221
582,Five Islands Provincial Park,Provincial Park,NS Department of Natural Resources and Renewables,NS Department of Natural Resources and Renewables,Designated,157.39,,222
1160,Ponhook Lake Nature Reserve,Nature Reserve,NS Environment and Climate Change,NS Environment and Climate Change,Designation decision made,156.41,,223
1161,Peppered Moon Nature Reserve,"Nature Reserve, Conservation Easement",NS Environment and Climate Change,NS Environment and Climate Change,Designated,155.42,,224
97,Panuke Lake Nature Reserve,Nature Reserve,NS Environment and Climate Change,NS Environment and Climate Change,Designated,148.17,,225
1116,Liscomb River Wilderness Area,Wilderness Area,NS Environment and Climate Change,NS Environment and Climate Change,Designation decision made,143.87,,226
647,Torbrook Nature Reserve,Nature Reserve,NS Environment and Climate Change,NS Environment and Climate Change,Designated,143.83,,227
558,Upper Ohio Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,142.10,,228
1062,Haley Lake Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,141.97,,229
534,Sloans Lake Nature Reserve,Nature Reserve,NS Environment and Climate Change,NS Environment and Climate Change,Designated,141.21,,230
973,Abraham Lake Nature Reserve,"Nature Reserve, Land Trust","NS Environment and Climate Change, Nature Conservancy of Canada",Nature Conservancy of Canada,Designated,138.41,,231
99,Tangier Grand Lake Wilderness Area,Wilderness Area,NS Environment and Climate Change,NS Environment and Climate Change,Designated,137.91,,232
1090,Bon Portage Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Acadia University,Considered protected,136.22,,233
1099,Ogden Round Lake Wilderness Area,Wilderness Area,NS Environment and Climate Change,NS Environment and Climate Change,Designation decision made,135.26,,234
1127,Ponys Point Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,134.23,,235
467,Hardwood Lake Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,133.05,,236
168,Gabarus Wilderness Area,Wilderness Area,NS Environment and Climate Change,NS Environment and Climate Change,Designated,132.22,,237
701,Kejimkujik National Park And National Historic Site Of Canada,National Park,Parks Canada Agency. Environment and Climate Change Canada,Parks Canada Agency. Environment and Climate Change Canada,Designated,129.68,,238
515,Northwest Brook Nature Reserve,Nature Reserve,NS Environment and Climate Change,NS Environment and Climate Change,Designated,129.64,,239
532,Ship Harbour Long Lake Wilderness Area,Wilderness Area,NS Environment and Climate Change,NS Environment and Climate Change,Designated,128.21,,240
84,Indian Man Lake Nature Reserve,Nature Reserve,NS Environment and Climate Change,NS Environment and Climate Change,Designated,125.91,,241
678,Jack & Darlene Stone Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,125.69,,242
25,Kennetcook River Nature Reserve,Nature Reserve,NS Environment and Climate Change,NS Environment and Climate Change,Designated,124.57,,243
569,Wilson's Lake Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,124.32,,244
1084,Gaetz Conservation Lands,Land Trust or Conservation Easement,Ducks Unlimited Canada,Ducks Unlimited Canada,Considered protected,123.67,,245
116,Toadfish Lakes Wilderness Area,Wilderness Area,NS Environment and Climate Change,NS Environment and Climate Change,Designated,121.15,,246
186,Janvrin Island Nature Reserve,Nature Reserve,NS Environment and Climate Change,NS Environment and Climate Change,Designated,120.99,,247
639,Devils Jaw Wilderness Area,"Wilderness Area, Conservation Easement",NS Environment and Climate Change,NS Environment and Climate Change,Designated,120.96,,248
616,MacLeod Brook Nature Reserve,Nature Reserve,NS Environment and Climate Change,NS Environment and Climate Change,Designated,120.90,,249
494,Economy Point Nature Reserve,Nature Reserve,NS Environment and Climate Change,NS Environment and Climate Change,Designated,120.70,,250
830,Great Island Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust and private owner(s),Private owner(s),Considered protected,118.60,,251
916,Bennetts Lake Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,118.16,,252
1033,Little Harbour Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,117.92,,253
1061,Haley Lake Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,117.43,,254
520,Rawdon River Nature Reserve,Nature Reserve,NS Environment and Climate Change,NS Environment and Climate Change,Designated,115.86,,255
1059,Haley Lake Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,115.55,,256
862,Plaister Cliffs Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,115.43,,257
193,Tidney River Wilderness Area,Wilderness Area,NS Environment and Climate Change,NS Environment and Climate Change,Designated,113.09,,258
46,Diligent River Nature Reserve,Nature Reserve,NS Environment and Climate Change,NS Environment and Climate Change,Designated,112.39,,259
24,Black River Bog Nature Reserve,Nature Reserve,NS Environment and Climate Change,NS Environment and Climate Change,Designated,109.13,,260
667,Hectanooga Cedar Swamp Nature Reserve,Nature Reserve,NS Environment and Climate Change,NS Environment and Climate Change,Designated,107.60,,261
622,Port LaTour Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,106.57,,262
27,MacAulays Hill Nature Reserve,Nature Reserve,NS Environment and Climate Change,NS Environment and Climate Change,Designated,104.77,,263
348,Pennant River Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,103.29,,264
392,Port Joli Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,102.77,,265
334,Dr. Bill Freedman Nature Reserve,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,102.27,,266
378,Johnstons Pond Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,100.89,,267
1008,Argyle Head Conservation Lands,Land Trust or Conservation Easement,Ducks Unlimited Canada,Ducks Unlimited Canada,Considered protected,100.80,,268
508,Silver River - Long Tusket Lake Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,99.80,,269
1159,Porters Lake Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,97.12,,270
486,Atlantic Coastal Plain Flora Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,96.43,,271
749,Eastern Shore Islands Wilderness Area,Wilderness Area,NS Environment and Climate Change,NS Environment and Climate Change,Designation decision made,95.58,,272
864,Luxton Meadows Conservation Lands,Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,95.40,,273
496,Harrison Woods Nature Reserve,Nature Reserve,NS Environment and Climate Change,NS Environment and Climate Change,Designated,93.97,,274
641,Carleton River Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,93.62,,275
488,Atlantic Coastal Plain Flora Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,93.54,,276
646,Southwest Mabou River Nature Reserve,Nature Reserve,NS Environment and Climate Change,NS Environment and Climate Change,Designated,93.23,,277
609,Little Narrows Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,91.48,,278
370,Pugwash River Estuary Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,90.02,,279
517,Polletts Cove - Aspy Fault Wilderness Area,Wilderness Area,NS Environment and Climate Change,NS Environment and Climate Change,Designated,89.34,,280
26,Lake Egmont Nature Reserve,Nature Reserve,NS Environment and Climate Change,NS Environment and Climate Change,Designated,89.25,,281
731,Boot Island National Wildlife Area,National Wildlife Area,Canadian Wildlife Service. Environment and Climate Change Canada,Canadian Wildlife Service. Environment and Climate Change Canada,Designated,88.89,,282
1068,Carleton River Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,86.80,,283
170,Kelley River Wilderness Area,Wilderness Area,NS Environment and Climate Change,NS Environment and Climate Change,Designated,86.69,,284
44,Aylesford Mountain Nature Reserve,Nature Reserve,NS Environment and Climate Change,NS Environment and Climate Change,Designated,86.47,,285
873,Skudiak Lake Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,86.39,,286
1112,Minard Brook Nature Reserve,Nature Reserve,NS Environment and Climate Change,NS Environment and Climate Change,Designation decision made,83.51,,287
484,Tusket River Wilderness Area,Wilderness Area,NS Environment and Climate Change,NS Environment and Climate Change,Designated,83.40,,288
638,Shingle Mill Bog Conservation Lands,Land Trust or Conservation Easement,Nature Conservancy of Canada,Nature Conservancy of Canada,Considered protected,82.34,,289
1026,Otter Brook Conservation Lands,Land Trust or Conservation Easement,Ducks Unlimited Canada,Ducks Unlimited Canada,Considered protected,82.19,,290
142,West Branch Medway River Nature Reserve,"Nature Reserve, Wilderness Area",NS Environment and Climate Change,NS Environment and Climate Change,Designated,81.85,,291
173,Economy River Wilderness Area,Wilderness Area,NS Environment and Climate Change,NS Environment and Climate Change,Designated,81.68,,292
635,Seal Cove Nature Reserve,Nature Reserve,NS Environment and Climate Change,NS Environment and Climate Change,Designated,81.54,,293
757,Mabou Highlands Conservation Lands (4),Land Trust or Conservation Easement,Nova Scotia Nature Trust,Nova Scotia Nature Trust,Considered protected,81.30,,294
