"objectid","pro_name","protect1","protect2","owner","authority","status","stat_date","lgl_effect","ha_gis","shape_leng","shape_area"
"162","Cloud Lake Wilderness Area","Wilderness Area",,"NS Environment and Climate Change","NS Environment and Climate Change","Designated",,,"10823.02341634","89482.3644902289","108230234.16337599"
"163","Cloud Lake Wilderness Area","Wilderness Area",,"NS Environment and Climate Change","NS Environment and Climate Change","Designated",,,"80.08149614","3688.031736716812","800814.9614459616"
"164","Cloud Lake Wilderness Area","Wilderness Area",,"NS Environment and Climate Change","NS Environment and Climate Change","Designated",,,"621.41743656","13023.672076062418","6214174.365610947"
"165","Caribou Rivers Nature Reserve","Nature Reserve",,"NS Environment and Climate Change","NS Environment and Climate Change","Designated",,,"32.36848939","2630.294672163461","323684.8938847803"
"166","Cowan Brook Nature Reserve","Nature Reserve",,"NS Environment and Climate Change","NS Environment and Climate Change","Designated",,,"56.42643631","3985.930651300769","564264.3631254144"
"167","Drug Brook Nature Reserve","Nature Reserve",,"NS Environment and Climate Change","NS Environment and Climate Change","Designated",,,"34.3002127","2923.6199228034225","343002.12702935084"
"168","Gabarus Wilderness Area","Wilderness Area",,"NS Environment and Climate Change","NS Environment and Climate Change","Designated",,,"132.21522642","11568.343204962504","1322152.2641602268"
"169","Ghost Antler Nature Reserve","Nature Reserve",,"NS Environment and Climate Change","NS Environment and Climate Change","Designated",,,"1007.29989461","32518.952369011236","10072998.946068384"
"170","Kelley River Wilderness Area","Wilderness Area",,"NS Environment and Climate Change","NS Environment and Climate Change","Designated",,,"86.68606048","7401.634860443119","866860.6048248208"
"171","Lake Rossignol Wilderness Area","Wilderness Area",,"NS Environment and Climate Change","NS Environment and Climate Change","Designated",,,"25.443991999999998","2563.2449140146527","254439.91998106518"
"172","Economy River Wilderness Area","Wilderness Area",,"NS Environment and Climate Change","NS Environment and Climate Change","Designated",,,"6040.70404996","73969.1918673645","60407040.49955841"
"173","Economy River Wilderness Area","Wilderness Area",,"NS Environment and Climate Change","NS Environment and Climate Change","Designated",,,"81.68459512","6257.453833925077","816845.9512395539"
"174","Five Bridge Lakes Wilderness Area","Wilderness Area",,"NS Environment and Climate Change","NS Environment and Climate Change","Designated",,,"8625.9184447","174499.79311354193","86259184.44702671"
"175","Eagles Nest Nature Reserve","Nature Reserve",,"NS Environment and Climate Change","NS Environment and Climate Change","Designated",,,"187.77906015","9941.06306182089","1877790.6014890014"
"176","The Stillwaters Wilderness Area","Wilderness Area",,"NS Environment and Climate Change","NS Environment and Climate Change","Designated",,,"2969.23992361","32324.956503694782","29692399.236140374"
"177","Humes River Wilderness Area","Wilderness Area",,"NS Environment and Climate Change","NS Environment and Climate Change","Designated",,,"3625.19890202","52510.61172510588","36251989.0201695"
"178","Lambs Lake Nature Reserve","Nature Reserve",,"NS Environment and Climate Change","NS Environment and Climate Change","Designated",,,"159.40262725","5974.725616747266","1594026.2724680682"
"179","Little Beaver Lakes Nature Reserve","Nature Reserve",,"NS Environment and Climate Change","NS Environment and Climate Change","Designated",,,"360.40491828","15371.652160900065","3604049.182849564"
"180","Long Lake Nature Reserve","Nature Reserve",,"NS Environment and Climate Change","NS Environment and Climate Change","Designated",,,"400.94972462","18402.56536211762","4009497.246214659"
"181","Zinck's Point Conservation Lands","Land Trust or Conservation Easement",,"Kingsburg Coastal Conservancy","Kingsburg Coastal Conservancy","Considered protected",,,"0.69628582","643.9681278846157","6962.858242618936"
"182","French River Wilderness Area","Wilderness Area",,"NS Environment and Climate Change","NS Environment and Climate Change","Designated",,,"7096.63363772","45704.677143739245","70966336.37724161"
"183","Gabarus Wilderness Area","Wilderness Area",,"NS Environment and Climate Change","NS Environment and Climate Change","Designated",,,"3749.26470666","43057.55422255778","37492647.066607326"
"184","Gully Lake Wilderness Area","Wilderness Area",,"NS Environment and Climate Change","NS Environment and Climate Change","Designated",,,"3815.94597463","47815.288093012095","38159459.74632303"
"185","Irish Cove Nature Reserve","Nature Reserve",,"NS Environment and Climate Change","NS Environment and Climate Change","Designated",,,"159.93036213","6626.254611815128","1599303.6213043004"
"186","Janvrin Island Nature Reserve","Nature Reserve",,"NS Environment and Climate Change","NS Environment and Climate Change","Designated",,,"120.98625546","19602.25809551685","1209862.554605077"
"187","MacKay Brook Nature Reserve","Nature Reserve",,"NS Environment and Climate Change","NS Environment and Climate Change","Designated",,,"20.0591581","1910.1126600033015","200591.58095214542"
"188","Loon Lake Nature Reserve","Nature Reserve",,"NS Environment and Climate Change","NS Environment and Climate Change","Designated",,,"384.36712011","13022.923710736455","3843671.201059789"
"189","North Mountain Wilderness Area","Wilderness Area",,"NS Environment and Climate Change","NS Environment and Climate Change","Designated",,,"1080.00691197","26341.90599975187","10800069.119661119"
"190","Pockwock Wilderness Area","Wilderness Area",,"NS Environment and Climate Change","NS Environment and Climate Change","Designated",,,"1899.95564103","58328.42343226784","18999556.410325162"
"191","Porcupine Lake Wilderness Area","Wilderness Area",,"NS Environment and Climate Change","NS Environment and Climate Change","Designated",,,"974.31430639","47093.53500738359","9743143.063932123"
"192","Tidney River Wilderness Area","Wilderness Area",,"NS Environment and Climate Change","NS Environment and Climate Change","Designated",,,"2306.65689322","60877.86452423263","23066568.932185594"
"193","Tidney River Wilderness Area","Wilderness Area",,"NS Environment and Climate Change","NS Environment and Climate Change","Designated",,,"113.08812992","6369.520670124761","1130881.2992001155"
"194","Chignecto Isthmus Conservation Lands","Land Trust or Conservation Easement",,"Nature Conservancy of Canada","Nature Conservancy of Canada","Considered protected",,,"2.09864609","561.7958298371627","20986.460900000555"
"195","Chignecto Isthmus Conservation Lands","Land Trust or Conservation Easement",,"Nature Conservancy of Canada","Nature Conservancy of Canada","Considered protected",,,"0.61810471","293.7398268367986","6181.047099999291"
"196","Chignecto Isthmus Conservation Lands","Land Trust or Conservation Easement",,"Nature Conservancy of Canada","Nature Conservancy of Canada","Considered protected",,,"1.66019555","504.777622694588","16601.95550002902"
"197","Musquodoboit Harbour Conservation Lands","Land Trust or Conservation Easement",,"Nature Conservancy of Canada","Nature Conservancy of Canada","Considered protected",,,"6.69371503","1725.7826551873106","66937.15025000206"
"198","Musquodoboit Harbour Conservation Lands","Land Trust or Conservation Easement",,"Nature Conservancy of Canada","Nature Conservancy of Canada","Considered protected",,,"24.22912281","3320.5927723073833","242291.22814997414"
"199","Musquodoboit Harbour Conservation Lands","Land Trust or Conservation Easement",,"Nature Conservancy of Canada","Nature Conservancy of Canada","Considered protected",,,"0.49253823","436.12271890977536","4925.382300036717"
"200","Musquodoboit Harbour Conservation Lands","Land Trust or Conservation Easement",,"Nature Conservancy of Canada","Nature Conservancy of Canada","Considered protected",,,"2.89411499","1027.7083257962727","28941.1498500306"
"201","Mabou Highlands Conservation Lands (3)","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"4.79863806","1023.9826097309867","47986.38055006158"
"202","Mabou Highlands Conservation Lands (3)","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"5.51925795","984.7911509685632","55192.579450002435"
"203","Mabou Highlands Conservation Lands (3)","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"5.00840566","1013.6252984675788","50084.05664985605"
"204","Mabou Highlands Conservation Lands (3)","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"36.78387562","4084.8852831382774","367838.75615080673"
"205","Mabou Highlands Conservation Lands (3)","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"1.07912936","507.84370485901815","10791.293600005287"
"206","Port Joli Conservation Lands","Land Trust or Conservation Easement",,"Nature Conservancy of Canada","Nature Conservancy of Canada","Considered protected",,,"20.55845962","3711.0050649566315","205584.59624989444"
"207","Port Joli Conservation Lands","Land Trust or Conservation Easement",,"Nature Conservancy of Canada","Nature Conservancy of Canada","Considered protected",,,"73.83681845","6508.946280990211","738368.1844995407"
"208","Port Joli Conservation Lands","Land Trust or Conservation Easement",,"Nature Conservancy of Canada","Nature Conservancy of Canada","Considered protected",,,"2.33660909","815.0950053884641","23366.090899874813"
"209","Musquodoboit Harbour Conservation Lands","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"49.46680203","3194.272492832766","494668.02025017014"
"210","Musquodoboit Harbour Conservation Lands","Land Trust or Conservation Easement",,"Nature Conservancy of Canada","Nature Conservancy of Canada","Considered protected",,,"4.45505414","1161.301565191795","44550.54135000636"
"211","Musquodoboit Harbour Conservation Lands","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"19.78923739","2121.4466933292433","197892.37390001005"
"212","Musquodoboit Harbour Conservation Lands","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"0.38537749","278.62563381188704","3853.774850041553"
"213","Musquodoboit Harbour Conservation Lands","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"1.00316012","702.6859999511732","10031.601150250804"
"214","Musquodoboit Harbour Conservation Lands","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"0.83002332","552.5562033952677","8300.23319995966"
"215","Musquodoboit Harbour Conservation Lands","Land Trust or Conservation Easement",,"Nova Scotia Nature Trust","Nova Scotia Nature Trust","Considered protected",,,"0.74675674","564.2290469692537","7467.567399994733"
"216","Ship Harbour Long Lake Wilderness Area","Wilderness Area, Land Trust",,"Nature Conservancy of Canada","NS Environment and Climate Change, Nature Conservancy of Canada","Designated",,,"48.09005059","4597.6013024153635","480900.5058501809"
