"datasetname","monitoringlocationid","monitoringlocationname","monitoringlocationtype","activitytype","activitymedianame","activitystartdate","activitystarttime","activitydepthheightmeasure","activitydepthheightunit","samplecollectionequipmentname","characteristicname","methodspeciation","resultsamplefraction","resultvalue","resultunit","resultvaluetype","resultdetectioncondition","resultdetectionquantitationlimitmeasure","resultdetectionquantitationlimitunit","resultdetectionquantitationlimittype","resultstatusid","resultcomment","laboratoryname","laboratorysampleid","monitoringlocationwaterbody"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DH0002","SALMONRIVER-0M","River/Stream","Sample-Routine","Surface Water","2021-12-13T00:00:00.000","15:30","-0.3","m","Water Bottle","Aluminium",,"Total","119","ug/l","Actual",,,,,"Preliminary",,"NS Health Authority","8000870566","Salmon River at Murray"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DH0002","SALMONRIVER-0M","River/Stream","Sample-Routine","Surface Water","2021-12-13T00:00:00.000","15:30","-0.3","m","Water Bottle","Antimony",,"Total","2","ug/l","Actual","Below Detection Limit/Quantification Limit","2","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","8000870566","Salmon River at Murray"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DH0002","SALMONRIVER-0M","River/Stream","Sample-Routine","Surface Water","2021-12-13T00:00:00.000","15:30","-0.3","m","Water Bottle","Arsenic",,"Total","0.5","ug/l","Actual","Below Detection Limit/Quantification Limit","0.5","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","8000870566","Salmon River at Murray"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DP0003","EASTRIVER-0M","River/Stream","Field Msr/Obs-Portable Data Logger","Surface Water","2019-12-19T00:00:00.000","11:21","-0.3","m","Probe/Sensor","pH",,,"6.34","none","Actual",,,,,"Preliminary",,,,"East River at Plymouth Park Road"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DH0002","SALMONRIVER-0M","River/Stream","Sample-Routine","Surface Water","2021-12-13T00:00:00.000","15:30","-0.3","m","Water Bottle","Barium",,"Total","12","ug/l","Actual",,,,,"Preliminary",,"NS Health Authority","8000870566","Salmon River at Murray"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DH0002","SALMONRIVER-0M","River/Stream","Sample-Routine","Surface Water","2021-12-13T00:00:00.000","15:30","-0.3","m","Water Bottle","Beryllium",,"Total","0.4","ug/l","Actual","Below Detection Limit/Quantification Limit","0.4","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","8000870566","Salmon River at Murray"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DH0002","SALMONRIVER-0M","River/Stream","Sample-Routine","Surface Water","2021-12-13T00:00:00.000","15:30","-0.3","m","Water Bottle","Boron",,"Total","20","ug/l","Actual","Below Detection Limit/Quantification Limit","20","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","8000870566","Salmon River at Murray"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DH0002","SALMONRIVER-0M","River/Stream","Sample-Routine","Surface Water","2021-12-13T00:00:00.000","15:30","-0.3","m","Water Bottle","Cadmium",,"Total","1","ug/l","Actual","Below Detection Limit/Quantification Limit","1","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","8000870566","Salmon River at Murray"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DH0002","SALMONRIVER-0M","River/Stream","Sample-Routine","Surface Water","2021-12-13T00:00:00.000","15:30","-0.3","m","Water Bottle","Calcium",,"Total","2.7","mg/l","Actual",,,,,"Preliminary",,"NS Health Authority","8000870566","Salmon River at Murray"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DH0002","SALMONRIVER-0M","River/Stream","Sample-Routine","Surface Water","2021-12-13T00:00:00.000","15:30","-0.3","m","Water Bottle","Chromium",,"Total","2","ug/l","Actual","Below Detection Limit/Quantification Limit","2","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","8000870566","Salmon River at Murray"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DH0002","SALMONRIVER-0M","River/Stream","Sample-Routine","Surface Water","2021-12-13T00:00:00.000","15:30","-0.3","m","Water Bottle","Cobalt",,"Total","2","ug/l","Actual","Below Detection Limit/Quantification Limit","2","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","8000870566","Salmon River at Murray"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DH0002","SALMONRIVER-0M","River/Stream","Sample-Routine","Surface Water","2021-12-13T00:00:00.000","15:30","-0.3","m","Water Bottle","Copper",,"Total","2","ug/l","Actual","Below Detection Limit/Quantification Limit","2","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","8000870566","Salmon River at Murray"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DH0002","SALMONRIVER-0M","River/Stream","Sample-Routine","Surface Water","2021-12-13T00:00:00.000","15:30","-0.3","m","Water Bottle","Iron",,"Total","129","ug/l","Actual",,,,,"Preliminary",,"NS Health Authority","8000870566","Salmon River at Murray"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DH0002","SALMONRIVER-0M","River/Stream","Sample-Routine","Surface Water","2021-12-13T00:00:00.000","15:30","-0.3","m","Water Bottle","Lead",,"Total","0.7","ug/l","Actual",,,,,"Preliminary",,"NS Health Authority","8000870566","Salmon River at Murray"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DH0002","SALMONRIVER-0M","River/Stream","Sample-Routine","Surface Water","2021-12-13T00:00:00.000","15:30","-0.3","m","Water Bottle","Magnesium",,"Total","0.7","mg/l","Actual",,,,,"Preliminary",,"NS Health Authority","8000870566","Salmon River at Murray"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DH0002","SALMONRIVER-0M","River/Stream","Sample-Routine","Surface Water","2021-12-13T00:00:00.000","15:30","-0.3","m","Water Bottle","Manganese",,"Total","20","ug/l","Actual",,,,,"Preliminary",,"NS Health Authority","8000870566","Salmon River at Murray"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DH0002","SALMONRIVER-0M","River/Stream","Sample-Routine","Surface Water","2021-12-13T00:00:00.000","15:30","-0.3","m","Water Bottle","Molybdenum",,"Total","2","ug/l","Actual","Below Detection Limit/Quantification Limit","2","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","8000870566","Salmon River at Murray"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DH0002","SALMONRIVER-0M","River/Stream","Sample-Routine","Surface Water","2021-12-13T00:00:00.000","15:30","-0.3","m","Water Bottle","Nickel",,"Total","2","ug/l","Actual","Below Detection Limit/Quantification Limit","2","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","8000870566","Salmon River at Murray"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DH0002","SALMONRIVER-0M","River/Stream","Sample-Routine","Surface Water","2021-12-13T00:00:00.000","15:30","-0.3","m","Water Bottle","Potassium",,"Total","0.5","mg/l","Actual","Below Detection Limit/Quantification Limit","0.5","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","8000870566","Salmon River at Murray"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DH0002","SALMONRIVER-0M","River/Stream","Sample-Routine","Surface Water","2021-12-13T00:00:00.000","15:30","-0.3","m","Water Bottle","Selenium",,"Total","2","ug/l","Actual","Below Detection Limit/Quantification Limit","2","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","8000870566","Salmon River at Murray"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DH0002","SALMONRIVER-0M","River/Stream","Sample-Routine","Surface Water","2021-12-13T00:00:00.000","15:30","-0.3","m","Water Bottle","Silver",,"Total","2","ug/l","Actual","Below Detection Limit/Quantification Limit","2","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","8000870566","Salmon River at Murray"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DH0002","SALMONRIVER-0M","River/Stream","Sample-Routine","Surface Water","2021-12-13T00:00:00.000","15:30","-0.3","m","Water Bottle","Sodium",,"Total","4.3","mg/l","Actual",,,,,"Preliminary",,"NS Health Authority","8000870566","Salmon River at Murray"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DH0002","SALMONRIVER-0M","River/Stream","Sample-Routine","Surface Water","2021-12-13T00:00:00.000","15:30","-0.3","m","Water Bottle","Strontium",,"Total","10","ug/l","Actual",,,,,"Preliminary",,"NS Health Authority","8000870566","Salmon River at Murray"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DH0002","SALMONRIVER-0M","River/Stream","Sample-Routine","Surface Water","2021-12-13T00:00:00.000","15:30","-0.3","m","Water Bottle","Thallium",,"Total","2","ug/l","Actual","Below Detection Limit/Quantification Limit","2","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","8000870566","Salmon River at Murray"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DH0002","SALMONRIVER-0M","River/Stream","Sample-Routine","Surface Water","2021-12-13T00:00:00.000","15:30","-0.3","m","Water Bottle","Tin",,"Total","2","ug/l","Actual","Below Detection Limit/Quantification Limit","2","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","8000870566","Salmon River at Murray"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DH0002","SALMONRIVER-0M","River/Stream","Sample-Routine","Surface Water","2021-12-13T00:00:00.000","15:30","-0.3","m","Water Bottle","Titanium",,"Total","2","ug/l","Actual","Below Detection Limit/Quantification Limit","2","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","8000870566","Salmon River at Murray"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DH0002","SALMONRIVER-0M","River/Stream","Sample-Routine","Surface Water","2021-12-13T00:00:00.000","15:30","-0.3","m","Water Bottle","Uranium",,"Total","0.5","ug/l","Actual","Below Detection Limit/Quantification Limit","0.5","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","8000870566","Salmon River at Murray"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DH0002","SALMONRIVER-0M","River/Stream","Sample-Routine","Surface Water","2021-12-13T00:00:00.000","15:30","-0.3","m","Water Bottle","Vanadium",,"Total","2","ug/l","Actual","Below Detection Limit/Quantification Limit","2","ug/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","8000870566","Salmon River at Murray"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DH0002","SALMONRIVER-0M","River/Stream","Sample-Routine","Surface Water","2021-12-13T00:00:00.000","15:30","-0.3","m","Water Bottle","Zinc",,"Total","31","ug/l","Actual",,,,,"Preliminary",,"NS Health Authority","8000870566","Salmon River at Murray"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DH0002","SALMONRIVER-0M","River/Stream","Sample-Routine","Surface Water","2021-12-13T00:00:00.000","15:30","-0.3","m","Water Bottle","Total Hardness","as CaCO3",,"9.65","mg/l","Calculated",,,,,"Preliminary",,"NS Health Authority","8000870566","Salmon River at Murray"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DH0002","SALMONRIVER-0M","River/Stream","Sample-Routine","Surface Water","2021-12-13T00:00:00.000","15:30","-0.3","m","Water Bottle","Conductivity",,,"50","umho/cm","Actual","Below Detection Limit/Quantification Limit","50","uS/cm","Lower Reporting Unit","Preliminary",,"NS Health Authority","8000870566","Salmon River at Murray"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DH0002","SALMONRIVER-0M","River/Stream","Sample-Routine","Surface Water","2021-12-13T00:00:00.000","15:30","-0.3","m","Water Bottle","pH",,,"7.1","none","Actual",,,,,"Preliminary",,"NS Health Authority","8000870566","Salmon River at Murray"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DH0002","SALMONRIVER-0M","River/Stream","Sample-Routine","Surface Water","2021-12-13T00:00:00.000","15:30","-0.3","m","Water Bottle","Turbidity",,,"1.5","NTU","Actual",,,,,"Preliminary",,"NS Health Authority","8000870566","Salmon River at Murray"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DH0002","SALMONRIVER-0M","River/Stream","Sample-Routine","Surface Water","2021-12-13T00:00:00.000","15:30","-0.3","m","Water Bottle","Alkalinity","as CaCO3",,"5.8","mg/L","Actual",,,,,"Preliminary",,"NS Health Authority","8000870566","Salmon River at Murray"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DH0002","SALMONRIVER-0M","River/Stream","Sample-Routine","Surface Water","2021-12-13T00:00:00.000","15:30","-0.3","m","Water Bottle","Chloride",,"Dissolved","5.8","mg/L","Actual",,,,,"Preliminary",,"NS Health Authority","8000870566","Salmon River at Murray"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DH0002","SALMONRIVER-0M","River/Stream","Sample-Routine","Surface Water","2021-12-13T00:00:00.000","15:30","-0.3","m","Water Bottle","True Color",,,"39.3","TCU","Actual",,,,,"Preliminary",,"NS Health Authority","8000870566","Salmon River at Murray"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DH0002","SALMONRIVER-0M","River/Stream","Sample-Routine","Surface Water","2021-12-13T00:00:00.000","15:30","-0.3","m","Water Bottle","Silica",,"Total","3.6","mg/L","Actual",,,,,"Preliminary",,"NS Health Authority","8000870566","Salmon River at Murray"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DH0002","SALMONRIVER-0M","River/Stream","Sample-Routine","Surface Water","2021-12-13T00:00:00.000","15:30","-0.3","m","Water Bottle","Sulfate",,"Dissolved","2","mg/L","Actual","Below Detection Limit/Quantification Limit","2","mg/l","Lower Reporting Unit","Preliminary",,"NS Health Authority","8000870566","Salmon River at Murray"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DH0002","SALMONRIVER-0M","River/Stream","Sample-Routine","Surface Water","2021-12-13T00:00:00.000","15:30","-0.3","m","Water Bottle","Total Nitrogen, Mixed Forms","as N","Unfiltered","0.25","mg/L","Actual",,,,,"Preliminary",,"NS Health Authority","8000870566","Salmon River at Murray"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DH0002","SALMONRIVER-0M","River/Stream","Sample-Routine","Surface Water","2021-12-13T00:00:00.000","15:30","-0.3","m","Water Bottle","Inorganic Nitrogen (nitrate and nitrite)","as N","Unfiltered","0.09","mg/L","Actual",,,,,"Preliminary",,"NS Health Authority","8000870566","Salmon River at Murray"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DH0002","SALMONRIVER-0M","River/Stream","Sample-Routine","Surface Water","2021-12-13T00:00:00.000","15:30","-0.3","m","Water Bottle","Ammonia","as N","Unfiltered","0.02","mg/L","Actual","Below Detection Limit/Quantification Limit","0.02","mg/L","Lower Reporting Unit","Preliminary",,"NS Health Authority","8000870566","Salmon River at Murray"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DH0002","SALMONRIVER-0M","River/Stream","Sample-Routine","Surface Water","2021-12-13T00:00:00.000","15:30","-0.3","m","Water Bottle","Orthophosphate","as P","Unfiltered","0.006","mg/L","Actual",,,,,"Preliminary",,"NS Health Authority","8000870566","Salmon River at Murray"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DH0002","SALMONRIVER-0M","River/Stream","Sample-Routine","Surface Water","2021-12-13T00:00:00.000","15:30","-0.3","m","Water Bottle","Total Phosphorus, mixed forms","as P","Unfiltered","0.008","mg/L","Actual",,,,,"Preliminary",,"NS Health Authority","8000870566","Salmon River at Murray"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DH0002","SALMONRIVER-0M","River/Stream","Sample-Routine","Surface Water","2021-12-13T00:00:00.000","15:30","-0.3","m","Water Bottle","Total Suspended Solids",,,"5","mg/L","Actual","Below Detection Limit/Quantification Limit","5","mg/L","Lower Reporting Unit","Preliminary",,"NS Health Authority","8000870566","Salmon River at Murray"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DH0002","SALMONRIVER-0M","River/Stream","Sample-Routine","Surface Water","2021-12-13T00:00:00.000","15:30","-0.3","m","Water Bottle","Organic Carbon",,"Total","6.4","mg/L","Actual",,,,,"Preliminary",,"NS Health Authority","8000870566","Salmon River at Murray"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DH0002","SALMONRIVER-0M","River/Stream","Sample-Routine","Surface Water","2021-12-13T00:00:00.000","15:30","-0.3","m","Water Bottle","Chlorophyll A",,"Total","0.24","mg/m3","Actual",,,,,"Preliminary",,"NS Health Authority","8000870566","Salmon River at Murray"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DH0002","SALMONRIVER-0M","River/Stream","Sample-Routine","Surface Water","2021-12-13T00:00:00.000","15:30","-0.3","m","Water Bottle","Pheophytin",,"Total","0.36","ug/L","Actual",,,,,"Preliminary",,"NS Health Authority","8000870566","Salmon River at Murray"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DP0003","EASTRIVER-0M","River/Stream","Field Msr/Obs-Portable Data Logger","Surface Water","2021-12-13T00:00:00.000","14:15","-0.3","m","Probe/Sensor","Temperature, water",,,"3.63","deg C","Actual",,,,,"Preliminary",,,,"East River at Plymouth Park Road"
"NS Government Surface Water Quality Monitoring Network Grab Data","NS01DP0003","EASTRIVER-0M","River/Stream","Field Msr/Obs-Portable Data Logger","Surface Water","2021-12-13T00:00:00.000","14:15","-0.3","m","Probe/Sensor","Dissolved oxygen (DO)",,,"12.41","mg/l","Actual",,,,,"Preliminary",,,,"East River at Plymouth Park Road"
